 02 02 04 09 07 04 03 02 03 00 02 00 02 00 02 00 01 04 02 01 00 03 00 01 00 01 00 00 02 00 02 04
 03 02 04 08 07 02 02 02 03 00 02 00 02 00 03 00 01 06 03 04 01 06 02 02 02 05 03 02 04 02 05 0b
 01 00 02 06 05 01 02 02 02 00 01 00 01 00 03 00 00 03 02 03 00 06 01 01 02 04 04 02 04 03 08 0d
 00 00 02 04 03 02 01 02 02 00 00 00 01 00 02 00 00 01 01 01 00 04 00 00 01 04 03 02 03 03 06 06
 02 01 03 04 03 01 01 03 02 00 00 00 00 00 03 00 00 01 02 01 00 04 00 01 01 03 03 03 04 04 08 09
 00 00 00 02 02 01 02 06 05 00 01 00 00 00 04 02 01 02 02 01 00 03 00 00 01 03 03 02 04 07 07 07
 02 01 01 01 01 02 04 0f 0d 02 03 01 01 00 04 02 01 02 03 01 00 03 00 00 01 03 02 03 05 09 09 0c
 00 00 00 00 00 00 01 0b 09 00 01 00 00 00 01 00 00 02 04 03 01 03 00 00 01 05 02 03 04 06 06 08
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 03 07 06 09
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 05 02 02 01 01 00 01 02 01 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 02 04 02 03 02 03 02 03
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 02 00 02
 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
 00 00 00 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 00 00 02 00 00 01 00 01 00 02 01 02 02 06
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 01 01 02 02
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 01 00 01 02 01 00 00 00 00 01 00 00 01 00 00 00 01 00 01 01 02
 00 00 01 00 00 00 00 00 00 00 00 01 01 00 02 01 00 00 00 00 03 00 00 01 00 01 02 02 02 04 06 06
 00 00 00 00 00 00 00 00 00 00 00 00 00 01 02 02 00 00 00 01 03 01 00 02 00 02 02 03 02 03 04 05
 00 00 00 00 00 00 01 00 00 00 00 01 00 01 02 01 00 00 00 01 02 00 00 01 00 02 01 02 02 03 04 06
 00 00 02 01 02 01 02 01 00 00 00 01 00 01 02 01 02 00 00 01 02 00 00 01 01 03 02 03 05 08 08 05
 00 00 00 00 01 02 06 04 03 01 01 01 00 01 02 00 00 00 00 03 02 00 00 03 02 03 02 03 01 01 03 04
 00 00 00 00 00 00 03 05 03 02 01 01 00 01 01 00 00 00 01 04 02 01 00 02 03 02 02 02 02 03 03 04
 00 00 00 00 00 02 0e 1a 06 02 01 01 00 00 01 00 00 02 03 02 02 01 01 02 02 03 03 03 04 04 02 02
 00 00 00 00 00 00 0d 1c 03 01 00 00 00 00 00 00 00 01 02 01 01 01 01 03 01 01 04 03 05 04 03 04
 00 00 00 00 00 00 03 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 00 01
 02 01 04 08 04 02 02 03 03 00 03 01 03 00 02 00 02 06 01 01 00 02 00 00 00 01 00 00 00 00 00 00
 02 01 04 09 07 04 03 03 03 00 02 00 02 00 02 00 01 05 02 01 00 03 00 00 00 01 01 00 02 00 02 04
 03 02 05 09 06 02 02 02 03 00 02 00 02 00 03 00 01 06 03 04 01 06 02 02 03 04 03 02 04 02 05 0b
 01 00 02 06 04 01 02 02 02 00 00 00 01 00 03 00 00 03 02 03 00 06 01 01 02 05 04 02 03 04 08 0c
 00 00 02 03 03 02 01 02 02 00 00 00 01 00 01 00 00 01 01 01 00 03 00 00 01 04 03 01 03 03 06 06
 02 02 03 04 03 01 01 03 02 00 00 00 00 00 03 00 00 01 01 01 00 04 00 01 01 03 03 03 04 05 08 09
 00 00 00 01 01 01 02 06 05 00 01 00 00 00 03 01 01 02 02 01 00 03 00 00 02 03 02 02 04 07 07 06
 02 01 02 01 01 02 04 0e 0d 02 03 01 01 00 04 02 01 02 03 01 00 03 00 00 01 03 02 03 05 09 09 0c
 00 00 00 00 00 00 01 0b 08 00 01 00 00 00 01 00 00 02 04 03 01 03 00 00 01 05 02 02 03 07 05 07
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 04 07 06 09
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 05 02 02 01 01 00 01 02 01 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 02 04 02 03 02 03 02 03
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 01 01 00 03
 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
 00 00 00 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 00 00 02 00 00 02 00 01 00 02 01 02 02 06
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 02 02 02
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 01 00 01 02 01 00 00 00 00 00 00 00 01 00 00 00 01 00 00 01 02
 00 00 01 00 00 00 00 00 00 00 00 01 01 00 01 01 00 00 00 00 03 00 00 01 00 02 01 02 02 04 05 06
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 02 01 00 00 01 03 01 00 02 00 02 02 03 02 03 04 05
 00 00 00 00 00 00 01 00 00 00 00 01 00 01 02 01 00 00 00 01 02 00 00 01 00 02 01 02 02 03 05 06
 00 00 02 01 02 01 02 01 00 00 00 01 00 01 02 01 02 00 00 01 01 00 00 02 01 03 02 04 05 08 07 05
 00 00 00 00 01 01 05 04 03 01 01 01 00 01 02 00 00 00 00 03 02 00 00 02 02 03 02 03 01 02 03 04
 00 00 00 00 00 00 03 05 02 02 01 01 00 00 01 00 00 00 00 03 02 01 00 02 03 02 02 02 02 03 03 04
 00 00 00 00 00 02 0e 1a 06 02 01 01 00 00 02 00 00 02 03 03 03 01 01 02 02 03 04 03 04 04 02 02
 00 00 00 00 00 00 0e 1b 03 01 00 00 00 00 00 00 00 01 01 01 01 00 01 03 01 01 04 03 05 04 03 04
 00 00 00 00 00 00 03 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 00 01
 02 00 04 08 05 02 01 03 03 00 03 00 03 00 03 00 02 06 02 01 00 01 00 00 00 01 00 00 00 00 00 00
 02 01 04 08 07 04 02 03 03 00 02 00 02 00 02 00 01 05 02 01 00 03 00 00 00 01 01 00 02 01 02 04
 03 02 05 09 06 02 02 02 03 00 02 01 02 00 03 00 02 06 03 04 01 06 02 02 03 05 03 02 03 02 05 0b
 01 00 03 05 04 02 02 02 01 00 00 00 01 00 03 00 01 03 02 02 00 06 01 00 02 05 03 02 03 04 08 0c
 00 00 02 04 03 02 01 03 02 00 01 00 01 00 02 00 00 01 01 01 00 03 00 00 01 04 03 02 03 03 06 06
 02 01 03 04 03 01 01 03 02 00 00 00 00 00 03 00 00 01 01 01 00 04 00 01 01 03 03 03 04 05 08 09
 00 00 00 01 01 01 02 06 05 00 01 00 00 00 03 01 01 02 02 01 00 03 00 00 02 03 03 02 04 07 07 07
 02 01 01 01 01 02 04 0f 0d 02 04 01 01 00 04 02 01 02 03 01 00 03 00 00 01 03 02 03 05 08 09 0c
 00 00 00 00 00 00 01 0b 08 00 01 00 00 00 01 00 00 02 04 03 01 02 00 00 01 05 02 02 03 06 05 07
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 04 07 06 09
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 05 02 02 01 01 00 01 01 01 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 02 04 02 03 01 03 02 03
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 01 01 01 03
 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
 00 00 00 00 00 00 00 00 00 00 03 00 00 00 00 00 00 01 00 00 02 00 00 01 00 01 00 02 01 02 02 06
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 02 01 02
 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 01 00 01 02 01 00 00 00 00 01 00 00 01 00 00 01 01 00 00 01 02
 01 00 01 00 00 00 00 00 00 00 00 01 01 00 02 01 00 00 00 01 03 00 00 01 00 01 02 03 02 03 06 06
 00 00 00 00 00 00 00 00 00 00 00 00 00 01 02 02 01 00 00 01 02 01 00 02 00 02 01 03 02 03 04 05
 00 00 00 00 00 00 01 00 00 00 00 01 00 01 02 01 00 00 00 01 02 00 00 01 00 02 01 02 02 03 04 06
 00 00 01 01 02 01 02 01 01 00 00 01 00 01 02 01 01 01 00 01 02 00 00 01 01 03 02 03 05 08 08 05
 00 00 00 00 00 02 06 04 03 01 01 01 00 01 02 00 00 00 00 03 02 00 00 02 02 03 02 03 01 02 03 04
 00 00 00 00 00 00 03 05 03 02 01 01 00 00 01 00 00 01 01 04 02 01 01 02 02 02 03 02 02 04 03 04
 00 00 00 00 00 02 0e 1b 06 02 01 01 00 00 01 00 00 02 03 02 02 01 01 02 02 03 04 03 03 04 02 02
 00 00 00 00 00 00 0e 1b 03 01 00 00 00 00 00 00 00 01 01 01 01 00 01 03 01 01 04 03 06 04 03 04
 00 00 00 00 00 00 03 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 03 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 00 01
 02 00 04 08 05 02 01 03 03 00 03 00 03 00 03 00 02 06 01 01 00 01 00 00 00 01 00 00 00 00 00 00
 02 01 05 08 06 04 03 03 03 00 01 00 02 00 02 00 01 05 02 01 00 03 00 00 00 01 01 00 02 00 02 04
 03 02 05 08 07 01 01 03 03 00 02 00 02 00 03 00 01 06 03 04 01 06 02 02 03 05 03 02 03 02 05 0b
 01 00 02 05 04 01 02 03 01 00 00 00 01 00 03 00 01 03 02 02 00 07 01 00 02 05 03 02 03 04 08 0c
 00 00 02 04 03 02 01 02 01 00 00 00 01 00 01 00 00 01 01 01 00 04 00 00 02 04 03 02 03 02 06 06
 02 01 03 03 03 01 00 04 02 00 00 00 00 00 03 00 00 01 01 01 00 04 00 01 01 03 03 03 04 05 08 09
 00 00 00 01 02 01 02 06 05 00 01 00 00 00 04 02 01 02 03 01 00 03 00 00 01 03 03 03 04 06 07 07
 01 00 01 01 01 01 04 10 0d 02 04 00 00 00 04 01 00 02 03 02 00 03 00 00 01 03 02 02 05 09 09 0c
 00 00 00 00 00 00 01 0b 09 00 01 00 00 00 01 00 00 02 04 03 01 02 00 00 01 05 02 03 04 06 06 08
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 03 07 06 09
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 05 03 02 02 01 00 01 01 01 01 02 00 00 00 00 00 00 00 00 00 00 00 00 00 02 04 02 03 02 03 02 03
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 01 01 01 03
 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 01 00 00 01 00 00 01 00 01 00 02 01 02 02 05
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 02 01 02
 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 01 00 01 02 01 00 00 00 00 01 00 00 01 00 00 00 01 00 01 01 02
 00 00 01 00 00 00 00 00 00 00 00 01 01 00 02 01 00 00 00 00 03 00 00 01 00 01 01 02 02 04 06 06
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 01 01 00 00 01 03 01 00 02 00 02 01 03 02 03 04 05
 00 00 00 00 00 00 01 00 00 00 00 01 00 01 02 01 00 00 00 01 02 00 00 01 00 02 01 02 02 03 04 06
 00 00 01 01 02 01 02 01 00 00 00 01 00 01 02 01 01 01 00 02 02 00 00 01 01 03 02 03 05 08 08 04
 00 00 00 00 00 02 06 04 03 01 01 01 00 01 02 01 01 00 00 03 02 00 00 02 02 03 02 03 01 02 03 04
 00 00 00 00 00 00 03 05 03 02 01 01 00 00 02 00 00 01 01 04 02 00 00 02 02 02 03 02 02 03 04 03
 00 00 00 00 00 03 0d 1b 05 02 00 01 00 00 01 00 00 03 03 02 02 01 02 02 02 03 03 03 04 04 02 03
 00 00 00 00 00 00 0d 1b 03 01 00 00 00 00 00 00 00 01 01 00 00 01 01 03 01 01 04 03 06 03 02 04
 00 00 00 00 00 00 03 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
 02 00 04 08 05 02 01 03 03 00 03 00 03 00 03 00 02 06 01 01 00 02 00 00 00 01 00 00 00 00 00 00
 02 01 04 09 07 04 03 03 03 00 02 00 02 00 02 00 01 04 02 01 00 03 00 01 00 01 01 00 02 00 02 04
 02 02 04 08 07 01 01 03 03 00 03 00 01 00 03 00 01 06 04 04 01 06 02 02 02 05 03 02 03 02 05 0b
 01 00 02 06 05 01 02 02 02 00 00 00 01 00 03 00 01 03 02 02 00 06 01 00 02 05 03 02 03 04 08 0c
 00 00 02 04 03 02 01 02 01 00 00 01 01 00 01 00 00 01 01 00 00 04 00 00 02 04 03 02 03 02 06 07
 02 01 03 03 03 01 00 04 02 00 00 00 01 00 03 00 00 01 01 01 00 04 00 01 01 03 03 03 04 05 08 09
 00 00 00 01 02 01 02 06 05 00 01 00 00 00 04 02 01 02 03 01 00 03 00 00 01 03 03 03 04 06 08 07
 01 00 01 01 01 01 04 10 0e 01 04 00 00 00 04 01 00 02 03 02 00 02 00 00 01 03 02 02 05 09 09 0c
 00 00 00 00 00 00 01 0b 09 00 01 00 00 00 01 00 00 02 04 03 01 03 00 00 01 05 02 02 03 07 06 07
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 03 07 06 09
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 05 02 02 01 01 00 01 01 01 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 02 04 02 02 01 03 03 03
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 01 01 01 03
 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 01 00 00 02 00 00 01 00 02 00 02 00 02 02 05
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 00 02 02 02
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 01 00 01 02 01 00 00 00 00 01 00 00 01 00 00 00 01 00 00 01 02
 00 00 01 00 00 00 00 00 00 00 00 01 00 01 02 01 00 00 00 01 03 00 00 01 00 01 02 02 02 04 06 06
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 01 01 00 00 01 03 01 00 01 00 02 02 02 02 03 04 04
 00 00 00 00 00 00 01 00 00 00 00 01 00 01 02 01 01 00 00 00 01 00 00 01 00 02 01 02 02 03 04 06
 00 00 02 01 02 01 02 01 00 00 00 01 00 01 02 01 02 01 00 02 02 00 00 01 01 03 02 03 05 08 08 05
 00 00 00 00 00 02 06 04 03 01 01 02 00 01 02 00 01 00 00 03 02 00 00 02 02 03 02 03 01 01 03 04
 00 00 00 00 00 00 03 05 03 02 01 01 00 00 02 00 00 00 01 04 02 01 00 02 02 02 03 02 02 03 03 04
 00 00 00 00 00 02 0e 1b 06 02 01 01 00 00 02 00 00 02 03 03 02 01 01 02 02 03 04 03 04 04 02 03
 00 00 00 00 00 00 0e 1b 02 01 00 00 00 00 00 00 00 01 01 00 00 01 01 03 01 01 04 03 06 03 02 04
 00 00 00 00 00 00 03 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
 02 01 04 08 05 02 02 03 04 00 03 00 03 00 03 00 02 06 02 01 00 01 00 00 00 01 00 00 00 00 00 00
 02 01 04 09 07 04 03 03 03 00 02 00 02 00 02 00 01 04 02 01 00 02 00 01 00 01 01 00 02 00 02 04
 03 02 04 09 07 02 02 03 03 00 02 00 01 00 03 00 02 06 03 04 01 06 02 02 03 05 03 02 04 02 05 0b
 01 00 03 06 04 02 02 02 02 00 00 00 01 00 02 00 01 03 02 02 00 07 01 01 02 05 03 02 03 03 07 0d
 01 00 03 04 03 02 01 02 01 00 00 01 01 00 01 00 00 01 01 00 00 04 00 00 02 04 03 02 03 02 06 07
 02 01 03 03 03 01 01 03 02 00 00 00 00 00 03 00 00 01 02 01 00 04 00 01 01 03 03 03 04 04 08 09
 00 00 00 01 02 01 02 06 05 00 01 00 00 00 04 02 01 02 03 02 00 03 00 00 01 03 03 03 04 06 08 07
 01 01 01 01 01 01 04 10 0d 02 04 00 01 00 04 01 00 02 03 02 00 03 00 00 01 03 02 03 05 08 09 0c
 00 00 00 00 00 00 01 0b 09 00 01 00 00 00 01 00 00 02 04 03 02 02 00 00 01 05 03 02 03 06 06 07
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 04 07 06 09
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 05 02 02 01 01 00 01 02 02 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 02 04 02 02 01 03 03 03
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 01 01 00 03
 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
 00 00 00 00 00 00 00 00 00 00 03 00 00 00 00 00 00 01 00 00 02 00 00 01 00 01 00 02 01 02 02 06
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 01 01 02 02
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 01 00 01 02 01 00 00 00 00 01 00 00 01 00 00 00 01 01 00 01 02
 01 00 01 00 00 00 00 00 00 00 00 01 00 01 02 01 00 00 00 01 03 00 00 01 00 01 02 03 02 04 06 06
 00 00 00 00 00 00 00 00 00 00 00 00 00 01 02 02 01 00 00 01 02 01 00 02 00 02 01 03 02 03 04 04
 00 00 00 00 00 00 01 00 00 00 00 01 00 01 02 01 01 00 00 01 01 00 00 01 00 02 01 02 02 03 04 07
 00 00 01 01 02 01 02 01 00 00 00 01 00 01 02 01 02 00 00 02 02 00 00 02 00 02 02 04 05 08 07 05
 00 00 00 00 00 02 06 04 03 01 01 02 00 01 02 00 00 00 00 03 02 00 00 02 02 03 02 03 01 02 03 04
 00 00 00 00 00 00 03 05 03 02 01 01 00 00 02 00 00 00 01 04 02 01 00 02 02 02 03 02 03 03 03 04
 00 00 00 00 00 02 0d 1b 06 02 01 01 00 00 01 00 00 03 03 02 02 01 01 02 02 03 03 03 04 04 02 03
 00 00 00 00 00 00 0e 1b 02 01 00 00 00 00 00 00 00 01 01 00 00 01 01 03 01 01 04 03 06 04 02 04
 00 00 00 00 00 00 03 09 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 02 00 00 00 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 01 00
 02 01 04 08 05 02 02 02 04 00 03 00 03 00 03 00 01 06 02 01 00 01 00 01 00 01 00 00 00 00 00 00
 02 01 04 08 07 04 03 03 04 00 02 00 02 00 02 00 01 05 02 01 00 03 00 00 00 01 01 00 02 00 02 05
 03 01 05 08 07 02 01 03 03 00 02 01 02 00 03 00 02 06 03 04 01 06 02 02 03 05 03 02 03 02 05 0b
 01 00 03 06 04 02 02 02 01 00 00 00 02 00 02 00 01 03 02 02 00 07 01 01 02 04 03 02 04 03 08 0d
 01 00 03 04 03 02 02 02 01 00 00 00 01 00 01 00 00 01 01 01 00 04 00 00 01 03 03 02 03 03 06 06
 02 02 03 04 03 01 01 03 02 00 00 00 00 00 03 00 00 01 02 01 00 04 00 01 01 03 03 03 04 04 08 09
 00 00 00 01 02 01 02 06 06 00 01 00 00 00 04 02 01 02 03 01 00 03 00 00 01 03 03 02 04 06 07 07
 02 01 01 01 01 02 04 0f 0d 02 04 01 01 00 04 02 01 01 03 01 00 03 00 00 01 03 02 03 05 08 09 0c
 00 00 00 00 00 00 02 0b 09 00 02 00 00 00 01 00 00 01 04 03 02 02 00 00 01 05 02 03 04 06 06 08
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 04 07 06 09
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 05 02 02 01 01 00 01 02 01 00 02 00 00 00 00 00 00 00 00 00 00 00 00 00 02 04 02 02 02 03 03 03
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02 01 01 00 03
 01 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00 00 00 01 00 00 02 00 00 01 00 01 00 02 01 02 02 06
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01 00 01 01 01 02 02
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 02
 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
 00 00 00 00 00 00 00 00 00 00 00 01 00 01 02 01 00 00 00 00 01 00 00 00 00 00 00 01 00 01 01 02
 00 00 01 00 00 00 00 00 00 00 00 01 00 01 02 01 00 00 00 01 03 00 00 01 00 01 02 03 02 03 06 06
 00 00 00 00 00 00 00 00 00 00 00 00 00 01 02 02 01 00 00 01 02 01 00 02 00 02 01 03 03 03 04 05
 00 00 00 00 00 00 01 00 00 00 00 01 00 01 02 01 00 00 00 01 02 00 00 01 00 02 01 02 02 03 04 06
 00 00 01 01 02 01 02 01 00 00 00 01 00 01 02 01 02 00 00 01 02 00 00 02 01 02 02 04 05 08 07 05
